,nid,jid,FullName,Last Name,First Name,Middle Name,Suffix,Birth Month,Birth Day,Birth Year,Birth City,Birth State,Death Month,Death Day,Death Year,Death City,Death State,Gender,Race or Ethnicity,Court Type (1),Court Name (1),Appointment Title (1),Appointing President (1),Party of Appointing President (1),Reappointing President (1),Party of Reappointing President (1),ABA Rating (1),Seat ID (1),Statute Authorizing New Seat (1),Recess Appointment Date (1),Nomination Date (1),Committee Referral Date (1),Hearing Date (1),Judiciary Committee Action (1),Committee Action Date (1),Senate Vote Type (1),Ayes/Nays (1),Confirmation Date (1),Commission Date (1),"Service as Chief Judge, Begin (1)","Service as Chief Judge, End (1)","2nd Service as Chief Judge, Begin (1)","2nd Service as Chief Judge, End (1)",Senior Status Date (1),Termination (1),Termination Date (1),Court Type (2),Court Name (2),Appointment Title (2),Appointing President (2),Party of Appointing President (2),Reappointing President (2),Party of Reappointing President (2),ABA Rating (2),Seat ID (2),Statute Authorizing New Seat (2),Recess Appointment Date (2),Nomination Date (2),Committee Referral Date (2),Hearing Date (2),Judiciary Committee Action (2),Committee Action Date (2),Senate Vote Type (2),Ayes/Nays (2),Confirmation Date (2),Commission Date (2),"Service as Chief Judge, Begin (2)","Service as Chief Judge, End (2)","2nd Service as Chief Judge, Begin (2)","2nd Service as Chief Judge, End (2)",Senior Status Date (2),Termination (2),Termination Date (2),Court Type (3),Court Name (3),Appointment Title (3),Appointing President (3),Party of Appointing President (3),Reappointing President (3),Party of Reappointing President (3),ABA Rating (3),Seat ID (3),Statute Authorizing New Seat (3),Recess Appointment Date (3),Nomination Date (3),Committee Referral Date (3),Hearing Date (3),Judiciary Committee Action (3),Committee Action Date (3),Senate Vote Type (3),Ayes/Nays (3),Confirmation Date (3),Commission Date (3),"Service as Chief Judge, Begin (3)","Service as Chief Judge, End (3)","2nd Service as Chief Judge, Begin (3)","2nd Service as Chief Judge, End (3)",Senior Status Date (3),Termination (3),Termination Date (3),Court Type (4),Court Name (4),Appointment Title (4),Appointing President (4),Party of Appointing President (4),Reappointing President (4),Party of Reappointing President (4),ABA Rating (4),Seat ID (4),Statute Authorizing New Seat (4),Recess Appointment Date (4),Nomination Date (4),Committee Referral Date (4),Hearing Date (4),Judiciary Committee Action (4),Committee Action Date (4),Senate Vote Type (4),Ayes/Nays (4),Confirmation Date (4),Commission Date (4),"Service as Chief Judge, Begin (4)","Service as Chief Judge, End (4)","2nd Service as Chief Judge, Begin (4)","2nd Service as Chief Judge, End (4)",Senior Status Date (4),Termination (4),Termination Date (4),Court Type (5),Court Name (5),Appointment Title (5),Appointing President (5),Party of Appointing President (5),Reappointing President (5),Party of Reappointing President (5),ABA Rating (5),Seat ID (5),Statute Authorizing New Seat (5),Recess Appointment Date (5),Nomination Date (5),Committee Referral Date (5),Hearing Date (5),Judiciary Committee Action (5),Committee Action Date (5),Senate Vote Type (5),Ayes/Nays (5),Confirmation Date (5),Commission Date (5),"Service as Chief Judge, Begin (5)","Service as Chief Judge, End (5)","2nd Service as Chief Judge, Begin (5)","2nd Service as Chief Judge, End (5)",Senior Status Date (5),Termination (5),Termination Date (5),Court Type (6),Court Name (6),Appointment Title (6),Appointing President (6),Party of Appointing President (6),Reappointing President (6),Party of Reappointing President (6),ABA Rating (6),Seat ID (6),Statute Authorizing New Seat (6),Recess Appointment Date (6),Nomination Date (6),Committee Referral Date (6),Hearing Date (6),Judiciary Committee Action (6),Committee Action Date (6),Senate Vote Type (6),Ayes/Nays (6),Confirmation Date (6),Commission Date (6),"Service as Chief Judge, Begin (6)","Service as Chief Judge, End (6)","2nd Service as Chief Judge, Begin (6)","2nd Service as Chief Judge, End (6)",Senior Status Date (6),Termination (6),Termination Date (6),Other Federal Judicial Service (1),Other Federal Judicial Service (2),Other Federal Judicial Service (3),Other Federal Judicial Service (4),School (1),Degree (1),Degree Year (1),School (2),Degree (2),Degree Year (2),School (3),Degree (3),Degree Year (3),School (4),Degree (4),Degree Year (4),School (5),Degree (5),Degree Year (5),Professional Career,Other Nominations/Recess Appointments
10,1377016,9,Elmer Bragg Adams  ,Adams,Elmer,Bragg, ,10.0,27.0,1842,Pomfret,VT,10.0,24.0,1916.0,St. Louis,MO,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Missouri,Judge,Grover Cleveland,Democratic,,,,MOED0104, ,1895-05-17,1895-12-04,1895-12-04,,Reported (favorably),1895-12-09,Voice,  ,1895-12-09,1895-12-09,,,,,,Appointment to Another Judicial Position,5/29/1905,U.S. Circuit Court (1869-1911),U.S. Circuit Courts for the Eighth Circuit,Judge,Theodore Roosevelt,Republican,,,,1869CC80302, ,5/20/1905,12/5/1905,12/6/1905,,Reported (favorably),12/11/1905,Voice,  ,12/12/1905,12/12/1905,,,,,,Abolition of Court,12/31/1911,U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Theodore Roosevelt,Republican,,,,CA80302, ,5/20/1905,12/5/1905,12/6/1905,,Reported (favorably),12/11/1905,Voice,  ,12/12/1905,12/12/1905,,,,,,Death,10/24/1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale College,B.A.,1865,Harvard Law School,,1868,,,,,,,,,,"Teacher, American Union Commission, Georgia, 1865-1866; Private practice, St. Louis, Missouri, 1866-1879, 1884-1895; Judge, Circuit Court of Missouri, St. Louis Circuit, 1879-1884",
11,1377021,10,George Adams  ,Adams,George, , ,8.0,1.0,1784,Lynchburg,VA,8.0,14.0,1844.0,Jackson,MS,Male,White,U.S. District Court,U.S. District Court for the District of Mississippi,Judge,Andrew Jackson,Democratic,,,,MSD0104, ,,1836-01-12,1836-01-13,,Reported (no recommendation recorded),1836-01-20,Voice,  ,1836-01-20,1836-01-20,,,,,,Reassignment,1838-06-18,U.S. District Court,U.S. District Court for the Northern District of Mississippi,Judge,None (reassignment),None (reassignment),,,,MSND0101,5 Stat. 247,,,,,,,,  ,,1838-06-18,,,,,,Resignation,1838-09-30,U.S. District Court,U.S. District Court for the Southern District of Mississippi,Judge,None (reassignment),None (reassignment),,,,MSSD0101,5 Stat. 247,,,,,,,,  ,,1838-06-18,,,,,,Resignation,1838-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law,,1810,,,,,,,,,,,,,"Private practice, Frankfort, Kentucky, 1810-1825; State representative, Kentucky, 1810-1811, 1814; Private practice, Natchez, Mississippi, 1825-1827, 1829-1830; Attorney general, State of Mississippi, 1828-1829; U.S. attorney for the District of Mississippi, 1830-1836; Private practice, Jackson, Mississippi, 1838-1844",
12,1377026,11,George Bethune Adams  ,Adams,George,Bethune, ,4.0,3.0,1845,Philadelphia,PA,10.0,9.0,1911.0, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William McKinley,Republican,,,,NYSD0106, ,8/30/1901,12/5/1901,12/5/1901,,Reported (favorably),12/16/1901,Voice,  ,12/17/1901,12/17/1901,,,,,,Death,10/9/1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law,,1878,,,,,,,,,,,,,"U.S. Army, 1861-1871; Merchant, 1871-1878; Private practice, 1883-",
13,1377031,12,Henry Lee Adams Jr.,Adams,Henry,Lee,Jr.,,,1945,Jacksonville,FL,,,, , ,Male,African American,U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,William J. Clinton,Democratic,,,Qualified,FLMD0702, ,,10/29/1993,11/1/1993,11/16/1993,Reported (favorably),11/18/1993,Voice,  ,11/20/1993,11/24/1993,,,,,4/8/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florida A&M University,B.S.,1966,Howard University School of Law,J.D.,1969,,,,,,,,,,"Reginald Heber Smith fellow, Duval County Legal Aid Association, Florida, 1969-1970; Assistant public defender, Fourth Judicial Circuit, Florida, 1970-1972; Private practice, Jacksonville, Florida, 1972-1979; Judge, Circuit Court of Florida, Fourth Judicial Circuit, 1979-1993",
14,1391781,2989,John R. Adams  ,Adams,John,R., ,,,1955,Orrville,OH,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,George W. Bush,Republican,,,Qualified,OHND1102, ,,1/7/2003,1/7/2003,1/29/2003,Reported (favorably),2/6/2003,Roll Call, 91/0,2/10/2003,2/12/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowling Green State University,B.S.,1978,University of Akron School of Law,J.D.,1983,,,,,,,,,,"Law clerk, Hon. W. F. Spicer, Summit County [Ohio] Court of Common Pleas, 1983-1984; Private practice, Ohio, 1984-1999; Assistant prosecutor, Summit County, Ohio, 1986-1989; Judge, Summit County [Ohio] Court of Common Pleas, 1999-2003","Nominated to U.S. District Court for the Northern District of Ohio, October 10, 2002; no Senate vote"
15,1393311,3295,William Charles Adamson  ,Adamson,William,Charles, ,8.0,13.0,1854,Bowdon,GA,1.0,3.0,1929.0,New York,NY,Male,White,Other,U.S. Customs Court,Associate Justice,None (reassignment),None (reassignment),,,,CUST0601,44 Stat. 669,,,,,,,,  ,,5/28/1926,,,,,,Retirement,1/20/1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Member, Board of General Appraisers. Nominated by Woodrow Wilson on September 20, 1917, to a seat vacated by Henderson M. Somerville. Confirmed by the Senate on September 20, 1917, and received commission on September 24, 1917. Service terminated on May 28, 1926, due to reassignment.",,,,"Bowdon College, Georgia",A.B.,1874,,,,,,,,,,,,,"Private practice, Carrollton, Georgia, 1876-1917, 1928-1929; Judge, Carrollton [Georgia] City Court, 1885-1889; City attorney, Carrollton, Georgia; U.S. representative from Georgia, 1897-1917",
16,1390426,2717,Lynn S. Adelman  ,Adelman,Lynn,S., ,,,1939,Milwaukee,WI,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Wisconsin,Judge,William J. Clinton,Democratic,,,Qualified,WIED0303, ,,9/8/1997,9/8/1997,10/29/1997,Reported (favorably),11/6/1997,Voice,  ,11/13/1997,12/23/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,A.B.,1961,Columbia Law School,LL.B.,1965,,,,,,,,,,"Research assistant, Columbia University Law School, 1965-1966; Law clerk, attorney Richard H. Kuh, 1966; Trial attorney, Legal Aid Society of Wisconsin, 1967-1968; Private practice, Milwaukee, Wisconsin, 1968-; State senator, Wisconsin, 1977-1997",
17,1377036,13,Jesse Corcoran Adkins  ,Adkins,Jesse,Corcoran, ,4.0,13.0,1879,Knoxville,TN,3.0,29.0,1955.0,Washington,DC,Male,White,U.S. District Court,U.S. District Court for the District of Columbia (Supreme Court of the District of Columbia),Associate Justice,Herbert Hoover,Republican,,,,DCD0702, ,,6/6/1930,6/6/1930,,Reported (favorably),6/16/1930,Voice,  ,6/17/1930,6/17/1930,,,,,10/15/1946,Death,3/29/1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgetown College Law School (now Georgetown University Law Center),LL.B.,1899,Georgetown College Law School (now Georgetown University Law Center),LL.M.,1900,,,,,,,,,,"Assistant U.S. attorney, District of Columbia, 1905-1908; Special assistant to the Attorney General of the United States, 1908-1911, 1914-1916; Private practice, Washington, D.C., 1908-1911, 1916-1930; Assistant attorney general, U.S. Department of Justice, 1911-1914; Faculty, Georgetown University Law School, 1910-1945",
18,1377041,14,Simon Louis Adler  ,Adler,Simon,Louis, ,8.0,30.0,1867,Seneca Falls,NY,5.0,23.0,1934.0, , ,Male,White,U.S. District Court,U.S. District Court for the Western District of New York,Judge,Calvin Coolidge,Republican,,,,NYWD0201,44 Stat. 1370,5/19/1927,12/6/1927,12/9/1927,,Reported (favorably),1/16/1928,Voice,  ,1/16/1928,1/16/1928,,,,,,Death,5/23/1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,B.L.,1889,Harvard Law School,,1892,,,,,,,,,,"Private practice, Rochester, New York, 1892-; State assemblyman, New York, 1911-1926; majority leader, 1916-1926",
19,1391471,2927,Lance M. Africk  ,Africk,Lance,M., ,,,1951,New York,NY,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,George W. Bush,Republican,,,Well Qualified,LAED0405, ,,1/23/2002,1/23/2002,3/19/2002,Reported (favorably),4/11/2002,Roll Call, 97/0,4/17/2002,4/17/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the Eastern District of Louisiana, 1990-2002",,,,University of North Carolina,B.A.,1973,University of North Carolina School of Law,J.D.,1975,,,,,,,,,,"Law clerk, Hon. James Gulotta, Louisiana Court of Appeal, Fourth Judicial Circuit, 1975-1976; Private practice, Louisiana, 1976-1977, 1980-1982; Director, Career Criminal Bureau, Orleans Parish [Louisiana] District Attorney's Office, 1977-1980; Assistant U.S. attorney, Eastern District of Louisiana, 1982-1990; Instructor, University of New Orleans, 1986-",
20,1392706,3174,G. Steven Agee  ,Agee,G.,Steven, ,,,1952,Roanoke,VA,,,, , ,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Fourth Circuit,Judge,George W. Bush,Republican,,,Well Qualified,CA41402, ,,3/13/2008,3/13/2008,5/1/2008,Reported (favorably),5/15/2008,Roll Call, 96/0,5/20/2008,7/1/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bridgewater College,B.A.,1974,University of Virginia School of Law,J.D.,1977,New York University School of Law,LL.M.,1978,,,,,,,"U.S. Army Reserve, 1986-1997; Private practice, Roanoke, Virginia, 1977-2000; State delegate, Virginia, 1982-1994; Judge, Court of Appeals of Virginia, 2001-2003; Justice, Supreme Court of Virginia, 2003-2008",
21,1377046,15,Robert Peter Aguilar  ,Aguilar,Robert,Peter, ,,,1931,Madera,CA,,,, , ,Male,Hispanic,U.S. District Court,U.S. District Court for the Northern District of California,Judge,Jimmy Carter,Democratic,,,Qualified,CAND1501,92 Stat. 1629,,4/3/1980,4/15/1980,5/15/1980,Reported (favorably),6/17/1980,Voice,  ,6/18/1980,6/18/1980,,,,,4/15/1996,Retirement,6/24/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"University of California, Berkeley",B.A.,1954,"University of California, Berkeley, School of Law",J.D.,1958,,,,,,,,,,"Private practice, San Jose, California, 1960-1979; Judge, Superior Court of California, County of Santa Clara, 1979-1980",
22,1390586,2750,Ann L. Aiken  ,Aiken,Ann,L., ,,,1951,Salem,OR,,,, , ,Female,White,U.S. District Court,U.S. District Court for the District of Oregon,Judge,William J. Clinton,Democratic,,,Qualified,ORD0402, ,,1/7/1997,1/7/1997,10/28/1997,Reported (favorably),11/6/1997,Roll Call, 67/30,1/28/1998,2/4/1998,2009.0,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Oregon,B.S.,1974,Rutgers University,M.A.,1976,University of Oregon School of Law,J.D.,1979,,,,,,,"Law clerk, Hon. Edwin Allen, Oregon Circuit Court, Lane County, 1979-1980; Private practice, Oregon, 1980-1982, 1983-1988; Fundraiser/field staff, Kulongoski for Governor, Oregon, 1982; Chief clerk, Oregon House of Representatives, 1982-1983; Judge, Oregon District Court, Lane County, 1988-1992; Judge, Oregon Circuit Court, Lane County, 1992-1997","Nominated to U.S. District Court for the District of Oregon, November 27, 1995; no Senate vote"
23,1377051,16,Robert Andrew Ainsworth Jr.,Ainsworth,Robert,Andrew,Jr.,5.0,10.0,1910,Gulfport,MS,12.0,22.0,1981.0, , ,Male,White,U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,John F. Kennedy,Democratic,,,,LAED0601,75 Stat. 80,,9/14/1961,9/14/1961,9/19/1961,Reported (favorably),9/20/1961,Voice,  ,9/21/1961,9/22/1961,,,,,,Appointment to Another Judicial Position,8/31/1966,U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,Lyndon B. Johnson,Democratic,,,Exceptionally Well Qualified,CA51101,80 Stat. 75,,6/28/1966,6/28/1966,7/20/1966,Reported (favorably),7/21/1966,Voice,  ,7/22/1966,7/22/1966,,,,,,Death,12/22/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyola University New Orleans School of Law,LL.B.,1932,,,,,,,,,,,,,"Private practice, New Orleans, Louisiana, 1932-1961; U.S. Navy lieutenant, 1944; State senator, Louisiana, 1952-1961; president pro tem, 1952-1956, 1960-1961",
24,1377056,17,Alexander Akerman  ,Akerman,Alexander, , ,10.0,9.0,1869,Elberton,GA,8.0,21.0,1948.0, , ,Male,White,U.S. District Court,U.S. District Court for the Southern District of Florida,Judge,Calvin Coolidge,Republican,,,,FLSD0301,45 Stat. 1081,,1/19/1929,1/19/1929,,Reported (favorably),2/15/1929,Voice,  ,2/15/1929,2/15/1929,,,,,10/8/1939,Death,8/21/1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Referee in Bankruptcy, Southern District of Georgia, 1898",,,,Read law,,1892,,,,,,,,,,,,,"Private practice, Cartersville, Georgia, 1892-; Assistant U.S. attorney, Southern District of Georgia, 1901-1912; U.S. attorney for the Southern District of Georgia, 1912-1914; Private practice, Kissimmee, Florida, 1914-1920; Private practice, Orlando, Florida, 1920-1929",
25,1377061,18,Anthony A. Alaimo  ,Alaimo,Anthony,A., ,3.0,29.0,1920,"Termini, Sicily",Italy,12.0,30.0,2009.0,Brunswick,GA,Male,White,U.S. District Court,U.S. District Court for the Southern District of Georgia,Judge,Richard M. Nixon,Republican,,,Qualified,GASD0301,84 Stat. 294,,11/29/1971,11/29/1971,12/2/1971,Reported (favorably),12/2/1971,Voice,  ,12/2/1971,12/9/1971,1976.0,1990.0,,,7/1/1991,Death,12/30/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ohio Northern University,B.A.,1940,Emory University School of Law,J.D.,1948,,,,,,,,,,"U.S. Army second lieutenant pilot, Air Corps, 1941-1945; Private practice, Atlanta, Georgia, 1948-1957; Private practice, Brunswick, Georgia, 1957-1971; Member, Judicial Conference of the United States, 1990-1993",
26,1377066,19,Arthur Lawrence Alarcón  ,Alarcón,Arthur,Lawrence, ,8.0,14.0,1925,Los Angeles,CA,1.0,28.0,2015.0,Pacific Palisades,CA,Male,Hispanic,U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Jimmy Carter,Democratic,,,Qualified,CA91901,92 Stat. 1629,,8/28/1979,9/5/1979,10/3/1979,Reported (favorably),10/30/1979,Voice,  ,10/31/1979,11/2/1979,,,,,11/21/1992,Death,1/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Southern California,B.A.,1949,University of Southern California Law School,LL.B.,1951,,,,,,,,,,"U.S. Army staff sergeant, 1943-1946; Deputy district attorney, Los Angeles County, California, 1952-1961; Office of Gov. Edmund G. Brown, California, 1961-1964; legal advisor and clemency and extradition secretary, 1961-1962; executive assistant, 1962-1964; Chairman of parole board, California, 1964; Judge, Superior Court of California, County of Los Angeles, 1964-1978; Associate justice, California Court of Appeal, Second District, 1978-1979; Adjunct professor, Southwestern University School of Law, 1985-; Adjunct professor, Loyola Marymount School of Law, 1993, 1994",
27,5198506,5198506,Alan D Albright,Albright,Alan,D,,,,1959,Dauphin,PA,,,,,,Male,White,U.S. District Court,U.S. District Court for the Western District of Texas,Judge,Donald J. Trump,Republican,,,Well Qualified,TXWD0702,,,1/24/2018,1/24/2018,4/25/2018,Reported (favorably),5/24/2018,Voice,,9/6/2018,9/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"U.S. Magistrate Judge, U.S. District Court for the Western District of Texas, 1992-1999",,,,"Trinity University, San Antonio, Texas",B.A.,1981,University of Texas School of Law,J.D.,1984,,,,,,,,,,"Law clerk, Hon. James R. Nowlin, U.S. District Court for the Western District of Texas, 1984-1986; Private practice, Austin, Texas, 1986-1992, 1999-2018",
28,1377071,20,William Harold Albritton III,Albritton,William,Harold,III,,,1936,Andalusia,AL,,,, , ,Male,White,U.S. District Court,U.S. District Court for the Middle District of Alabama,Judge,George H.W. Bush,Republican,,,Well Qualified,ALMD0303, ,,3/11/1991,3/11/1991,4/24/1991,Reported (favorably),5/9/1991,Voice,  ,5/9/1991,5/14/1991,1998.0,2004.0,,,5/17/2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Alabama,B.A.,1959,University of Alabama School of Law,LL.B.,1960,,,,,,,,,,"U.S. Army captain, JAG Corps, 1960-1962; U.S. Army Reserve, 1962-1968; Private practice, Andalusia, Alabama, 1962-1991",
29,1377076,21,Ruggero John Aldisert  ,Aldisert,Ruggero,John, ,11.0,10.0,1919,Carnegie,PA,12.0,28.0,2014.0,Santa Barbara,CA,Male,White,U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Lyndon B. Johnson,Democratic,,,Well Qualified,CA30703, ,,7/17/1968,7/17/1968,7/29/1968,Reported (favorably),7/29/1968,Voice,  ,7/29/1968,7/29/1968,1984.0,1986.0,,,12/31/1986,Death,12/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Pittsburgh,B.A.,1941,University of Pittsburgh School of Law,J.D.,1947,,,,,,,,,,"U.S. Marine Corps major, 1942-1946; Private practice, Pittsburgh, Pennsylvania, 1947-1961; Judge, Court of Common Pleas of Allegheny County [Pennsylvania], 1961-1968; Adjunct professor, University of Pittsburgh School of Law, 1963-1986; Board member, Federal Judicial Center, 1972-1979; Member, Judicial Conference of the United States, 1984-1986",
30,1377081,22,Ann Aldrich  ,Aldrich,Ann, , ,6.0,28.0,1927,Providence,RI,5.0,2.0,2010.0,Cleveland,OH,Female,White,U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Jimmy Carter,Democratic,,,Qualified,OHND1201,92 Stat. 1629,,3/28/1980,3/28/1980,4/21/1980,Reported (favorably),5/20/1980,Voice,  ,5/21/1980,5/24/1980,,,,,5/12/1995,Death,5/2/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,B.A.,1948,New York University School of Law,LL.B.,1950,"University of Geneva, Switzerland, Institut des Hautes Etudes Internationale",,1951,New York University School of Law,LL.M.,1964.0,New York University School of Law,J.S.D.,1967.0,"Attorney, general counsel's staff, International Bank for Reconstruction and Development, Washington, D.C., 1951-1952; Research assistant, Prof. Edmond N. Cahn, New York University Law School, 1952-1953; Research assistant, Hon. Arthur T. Vanderbilt, Supreme Court of New Jersey, 1952-1953; Private practice, Washington, D.C., 1952-1953; Civilian attorney, Subic Bay Naval Station, Philippines, 1954-1956; Attorney, general counsel's staff, Federal Communications Commission, 1953-1960; Private practice, Darien, Connecticut, 1961-1968; Professor of law, Cleveland State University, 1968-1980",
